darkturquoise	red	darkgreen	darkgrey	orange	floralwhite	brown	darkolivegreen	bisque4	darkred	darkorange2	darkmagenta	greenyellow	midnightblue	skyblue3	paleturquoise	thistle2	salmon	lightcyan	sienna3
	Q9Y5A7					P83510		O75354				Q5ZMW3							
	P61255					Q9ESN4		Q70CQ2				Q5U3U3							
	P43347					Q6P9X4		O93361				Q5T2R2							
	Q6PDM1					P21328		Q92609				Q99J21							
	Q9IA78					Q96IC2		O15018				Q6RVG2							
	P56700					P83286		Q8BZ32				Q6PGN3							
	B1H299					Q9Y6H5		Q32N90				E2RQ15							
	Q5XI01					Q9P217		A4QNR8				Q8N6H7							
	Q5RKN3					Q9H7Z3		Q8CC35				Q38PU8							
	A6H7H7					Q5ZJL9		Q61191				Q01345							
	Q9Y6R7					P08548		Q4G072				Q9DBX3							
	Q8TF42					Q3USH5		Q9H160				Q98SP8							
	O46404					Q9NQZ8		Q5CZL1				Q4G176							
	Q60HD1					Q5BIM2		Q96KN1				Q99P55							
	Q9R1A0					P08122		Q63358				Q05858							
	P03356					O93510		O76080				Q6DEF4							
	B5XBP5					Q8BMG7		O43747				P54758							
	Q5R938					Q8VCQ6		Q8NCT3				Q6GQN7							
	Q9JHX4					A0A0R4IES7		Q9Y5Y6				A0JML8							
	Q96LJ7					Q9Y5Y6		Q5BIZ0				Q92851							
	Q5BKN4					P56270		Q9DEY9				A5GFW8							
	P21328					Q0VCG9		Q9Y5Y6				Q4LDE5							
	Q66L17					Q6ZSB9		Q5ZMN0				Q6DDX8							
	Q5ZHW4					P46662		Q3B7M7				P70496							
	Q6DEJ5					Q9JIX8		Q05AM5				Q14651							
	Q9HCM9					Q32L27		Q8R5L3				Q0P4D6							
	L7YAI7					Q5PRC1		Q6NVC9				Q9Z282							
	Q5F362					Q86UP8		P25490				Q5F3X8							
	Q96RG2					Q9PU65		Q9Y330				Q5RIW8							
	Q1XHU0					Q6UX71		Q9HB55				P43236							
	O95886					Q61686		Q7Z7G8				P15253							
	Q6GR51					Q15911		Q9Z268				P51680							
	O54983					Q6DKE2		Q9BWW8				Q8MJV0							
	P55086					B7ZS37		Q32P44				P56405							
	Q8AYM7					O14733		P12798				Q58A65							
	Q6DC58					P78314		Q9CR62				Q91233							
	Q68FF9					Q5R9S6		Q568B7				P51680							
	P36536					O14522		Q5ZHY5				Q5RC74							
	Q13425					Q96KS0		Q9NZH0				P50541							
	P09527					Q6NT76		Q8NCN5				Q0P4Q4							
	Q58EJ9					P58501		Q76I76				F1RBN2							
	O35242					Q9NZM4		F1REV3				Q4QRD7							
	Q9NPB0					P20825		Q5R4B7				Q13683							
	Q7T047					Q9C098		Q7L5Y6				P55803							
	P01663					A2ALK8		O43826				Q7Z6J6							
	Q5U2Z7					Q95SX7		Q9H2F5				O43615							
	E9QAG8					Q4KMP7		Q96C23				Q5ZLJ4							
	A0A193KX02					Q32KM1		Q9JI35				Q5R7U6							
	Q6NYX8					O95376		Q5ZK14				Q0P5H2							
	P10394					Q9UJU6		Q7RTR2				F1QAJ4							
	Q9USK7					A0A1L8EYB2		Q6PDK8				Q811U3							
	Q7ZXG4					Q863I2		Q9UIH9				Q62158							
	Q6IN84					P79959		Q5RAD4				Q9UHQ9							
	Q6UWW8					O00221		P49706				B5XGE7							
	P59481					E7FAW3		B5X3C1				Q00657							
	E1C231					Q71KU9		P0C644				A2AED3							
	P36873					F6ZDS4		B0BML1				P36514							
	A1L209					A2CEI4		Q9CXC9				P11153							
	Q56JX9					Q5RFK6		Q5FWN7				Q9UI26							
	Q80Y50					B0R0I6		Q5E9A0				P70584							
	Q5ZHP8					Q9HCL2		Q63448				Q8VEA6							
	Q12891					Q80U62		Q6DIS8				Q4FZV0							
	Q7Z478					P21580		Q5ZML1				Q7ZTY7							
	Q6NYD1					Q6DID3		Q04861				O43615							
	B7ZTW1					Q8WVZ9		Q1LWM5				Q9HCF6							
	A0A1W2P884					Q9P203		Q01730				Q5R9K4							
	P61227					Q8WN22		Q9QZ05				Q96KP4							
	Q2KHR3					E7F1U2		Q4QY71				Q62158							
	Q5CZR5					P46098		Q6GMI7				Q9GKT0							
	Q2TBL9					Q9NRA0		Q9Y2H9				Q5EA75							
	Q6DRD3					Q8TBF4		Q62728				Q61789							
	Q9CWB7					P10398		Q9DBV3				A1A4Q2							
	Q5TZ18					Q9Y3P9		Q96LT4				Q9Z1J2							
	A3KPA0					Q5JWF2		Q7TQF2				O73698							
	Q69D47					Q8R0V5		O35763				Q9NVX7							
	Q9QZN4					Q6TCH4		Q6ZNE5				Q9WV59							
	Q8JFW4					A0JNW5		Q8BI69				Q05586							
	Q6DHK8					Q9HCJ0		Q9Y4H2				Q2TBK2							
	P04323					P57775		P70284				Q8I7P9							
	Q1W0Y2					B5KFM4		Q68FP9				O70302							
	Q3MUY2					Q95SX7		P49816				Q96PZ2							
	E2RQ15					Q7TMB8		Q66JJ3				Q5PQ50							
	A5D7L5					O77735		P12890				A0A2P1BRQ0							
	Q9ULZ9					Q9DC58		P27105				Q503G8							
	Q9Y394					Q5E985		Q32PH0				Q96FN4							
	Q5RC74					P70227		Q91YK0				Q86UT8							
	Q6R5N8					H0UZ81		Q62936				A6H611							
	Q32PX7					Q6NVL6		Q09575				O76071							
	Q1LV17					Q8IZJ6		Q37080				P49892							
	Q6DG85					Q5D1E7		Q7RTR2				A4QP73							
	Q5G872					Q3TCJ1		Q566M8				Q7TQK0							
	P82650					Q9H2Y9		Q70CQ4											
	Q90YT1					Q9Y2U5		O02751											
	Q62158					Q6NUJ5		P18841											
	P01666					Q3V209		Q2KIX1											
	Q9UL26					Q28009		Q86Y07											
	Q7T352					Q99315		P35611											
	Q9GKK4					Q8WXR4		Q76LL6											
	Q9UPI3					Q6TEN6		Q58CU3											
	P54985					P14381		Q2HJ19											
	P18847					Q2KIH7		Q498K9											
	P41320					Q5ZMW0		P62494											
	O35484					Q9ERR8		Q9YHV4											
	P14373					O13076		P41279											
	P10394					Q7LHG5		Q8NDF8											
	Q69ZL1					P00519		Q6DD33											
	Q9UNU6					A0JM13		A3KQS4											
	Q5U3V9					Q9Y2I1		Q7ZVN7											
	P83337					P55778		Q5RCY1											
	Q3ZBV1					Q5E9U0		Q90WG2											
	P97576					A4IHD2		Q7RTR2											
	Q9ULJ3					Q5HYJ3		Q91453											
	Q8IVV7					Q503I2		A0JMQ7											
	Q1XHU0					Q5E9E2		P57071											
	A0PJE2					Q9QZ81		Q91WQ5											
	Q95SX7					Q6NVC5		D3ZDK2											
	B0VYX9					Q5SGD2		G5E8P1											
	P61622					Q05714		P49843											
	Q7T0U5					A0JMQ0		O70493											
	Q28CV2					Q6PEH4		P79926											
	Q8IVE3					A6NCF5		Q9NZM3											
	Q6MFZ5					P17426		Q91ZP6											
	Q53LP3					Q5E9N9		Q3T061											
	Q60935					P49140		Q9P2K1											
	P04323					Q803E0		F1NWE3											
	P41105					Q86SQ4		Q9PWA1											
	Q91WC3					Q6PD29		Q8TE04											
	O35217					Q9BPY3		Q68EK7											
	P04323					P14381		Q8BXR9											
	Q9ESG5					Q6H8Q1		P57095											
	Q496Z2					Q66I74		Q5ZLN0											
	Q1LWG3					Q8N448		Q32L00											
	O75340					P11369		P86197											
	O35092					P04323		O75132											
	Q9TT13					Q91738		Q502I6											
	A2CES0					Q7ZXB5		Q8BP47											
	Q1XHU0					P35235		Q8WXK4											
	Q8CHT6					Q8IY47		O02751											
	Q6P3H7					O42363		E9QJ73											
	P84023					A7UA95		O15381											
	P80513					O75486		Q7ZV46											
	Q802G7					P97479		Q7RTR2											
	P05772					P13355		Q8N370											
	Q9CQ02					Q13275		Q9QXL2											
	Q0P451					P15120		O54916											
	Q9NZ01					P35251		P09593											
	Q5EBG2					C0HAV3		Q6PFS7											
	Q6PEB9					A0ZSK4		Q96K80											
	Q71SG7					Q925E7		Q1RMU2											
	P63219					Q8BKJ9		P04323											
	P17735					O00370		O13154											
	E7EY42					Q8BMQ2		B8JK76											
	A0JMH2					Q4V8W7		P21213											
	P59708					Q80TG1		Q9ESM7											
	Q5R5N6					Q66H91		Q68EL3											
	Q9UHK6					Q58A45		Q503L9											
	O95977					P33497		Q8WYK2											
	Q5RBM1					Q3SZZ2		Q7L0Q8											
	P21556					Q9HCU4		Q96PF1											
	Q5U2Q4					O08816		Q68FJ8											
	Q91YT0					F7E235		Q68F62											
	P42867					P21328		Q6DHC1											
	O15539					O88422		P13264											
	Q8VC60					Q5RC80		P52198											
	Q91ZP3					Q6RVG2		Q6R2W3											
	P35072					Q64399		Q5H8A4											
	Q92968					Q8K2H1		Q80Y98											
	Q5I0D5					O75923		Q8R3T5											
	P62870					Q9NUQ9		Q8BXQ2											
	Q7LHG5					Q5FW38		M3XQV7											
	B2RVL6					Q920G9		Q2THW0											
	P79944					Q60967		Q6PII3											
	Q9UI17					P10394		P04323											
	P05546					O14617		Q9D4H2											
	Q7Z5Y6					Q9BXC9		Q2I6J1											
	Q6PBT5					O70472		Q9NRW7											
	Q9EQR3					Q9UPV9		B5X392											
	G3V7Q0					Q6DJ03		Q8BIJ6											
	Q80ZG2					P50416		Q01543											
	P21328					Q5RBI4		A0A0U1RQI7											
	E7FGY2					O96006		Q91Y80											
	P49114					Q5DTU0		Q0P442											
	Q9P0L9					Q96HC4		Q6PC64											
	Q90YK8					A6NJL1		O60502											
	Q498J9					P62944		Q03278											
	Q7ZTU9					Q9Y2U5		P04323											
	Q32P84					Q58H57		Q62868											
	Q14318					Q9NPJ1		P14315											
	Q5U901					Q28EW4		P10686											
	Q6PTT0					Q8R1A4		Q8BGV9											
	Q6DGL2					Q6P3X8		Q6GV12											
	Q9UHA2					A2VDP1		Q6NWL1											
	F1QC45					Q61656		Q7Z7G8											
	Q4FZT8					O60841		Q6MFZ5											
	Q9P2D3					Q9NQX3		Q6NW59											
	P13686					Q9BYW2		Q1RMU2											
	P55918					Q96T23		Q3U3D7											
	Q5RCE5					Q8BH01		A0A2Y9HKB5											
	Q5R957					Q8NFZ0		Q6NVC5											
	C1BKD1					E9PY46		Q8R0W0											
	Q91YT2					Q2VB19		Q7YRF1											
	P00390					O70293		Q8R4F1											
	Q7T2V2					Q00709		Q9W6I9											
	Q5R8N8					Q5XI73		Q5ZKT9											
	Q9CWV0					P14381		Q5RII9											
	Q8TB45					Q8IVS2		Q6UFS5											
	P52432					Q6NYG6		O88202											
	P22897					Q99683		Q6DHL5											
	A8WGS4					P52186		Q5RBV0											
	P98093					Q0III3		Q5R7X2											
	P33198					E9PSK7		A2CEX1											
	W0LYS5					Q8TE96		B5X3X5											
	Q4R8M9					Q86V48		Q9NS93											
	Q6ISB3					Q32LE3		P22449											
	Q568H3					E1B7L7		Q6NYM1											
	P04323					Q6PBU5		J3S6Y1											
	P50408					E9Q394		Q9NRD0											
	Q23571					A8E7C5		Q8BZ25											
	Q8IVH4					O14764		P38486											
	Q99KL7					Q8C761		B1AVH7											
	Q8TD19					Q96JL9		O94966											
	Q90629					Q2TLY1		Q8BMF3											
	B5XBP5					O09039		E6ZIJ1											
	Q53H80					Q6P6X9		Q498R1											
	Q6PBI5					P15305		P24346											
	Q62158					O60304		Q9D119											
	Q1XHU0					A1L1R5		Q9C0H5											
	Q99928					Q12830		Q14974											
	Q08C76					Q4JL91		Q6NSN2											
	P21329					A2A8Z1		Q7ZVT5											
	P61866					Q63054		O35261											
	P49263					Q5S006		Q9UK61											
	Q1LY80					A0A2R8Q1W5		Q9Z254											
	Q9Y2Y9					Q5MD89		Q5RBL9											
	Q9H239					Q9NBX4		O43149											
	Q9DEY9					Q9D300		Q6B855											
	Q9PTH3					A6QM06		Q7ZXV6											
	Q68SA9					Q9W6I9		Q6PAX8											
	Q6DGG1					Q96SB3		A2AAY5											
	Q8JZU0					Q7ZVR1		Q6V3W6											
	Q6NW58					Q6DH88		Q9JIY5											
	P52181					P70600		Q8R1A4											
	Q802G6					P56931		Q6R327											
	Q5YJC1					Q8CFD5		B0R0D7											
	Q9Y3D6					Q12873		Q9H0J4											
	Q4QRK0					P08045		Q5HY64											
	Q90YQ1					Q8BSQ9		Q32NX4											
	Q96CX2					A2BIL7		Q5DU56											
	F1QAM1					Q8NEL9		Q5R8Z8											
	Q93008					P0CT43		Q9BXW6											
	P14373					F1R5H6		P56270											
	P09215					E9Q4F7		Q1JPJ8											
	Q66I67					O96013		Q9QX82											
	Q1XHU0					Q9Y2Y9		Q9CZD5											
	A0A0G2L7I0					Q8K3I9		Q5F416											
	Q9P0J0					P14099		O96006											
	P23403					Q6NRK3		Q6P8X1											
	Q5M9I5					Q08379		Q9HCC0											
	Q8IWF6					P52161		Q62245											
	Q6DFW0					Q6AZA0		P51793											
	Q6PHW0					P35072		Q5REG4											
	Q7L945					Q8BQS4		Q9W676											
	A8YXY3					Q8TD26		Q8BLG2											
	P52865					B3DK56		Q5U3Y0											
	Q5IS35					Q9GKU1		Q9W698											
	O75351					Q6DE55		Q96MB7											
	Q6PBT8					Q5REX3		Q8TF68											
	Q8VCH2					Q5BJ39		Q69ZL1											
	Q4R4R6					P27089		Q1LV22											
	O95295					P83510		O76080											
	Q9QXT0					O94868		A5D794											
	Q4R3R9					Q5RG44		O46640											
	Q5ZJ24					Q6DH42		Q7LHG5											
	Q9Z2E3					O60287		Q7YR43											
	Q9Y232					P49136		Q5R522											
	Q1L8T5					D3ZGS3		P27605											
	Q9Y240					Q9BZJ6		Q6VVX0											
	Q8R454					Q8K1Y2		O89040											
	P05107					Q8BPP0		A6NHY2											
	Q3SZP5					Q3SX26		Q6NY52											
	P30531					Q5U4U4		Q8AXC7											
	Q4R4E0					Q91453		Q6AYR2											
	P07311					P35072		Q8BHJ5											
	P14373					O14986		Q28141											
	Q9NZU0					E9Q4F2		A5WUT8											
	Q9EQS0					Q5EG55		Q5XII5											
	Q9WV80					Q86UW6		Q7RTR2											
	Q62158					P14173		P53450											
	Q07646					Q6PE65		Q96QT6											
	O00743					Q5SPP5		Q5PNP1											
	Q78JW9					Q8C1D8		Q8N0X2											
	Q9JJ74					Q9BRS8		Q68EI0											
	Q5F4B8					Q09575		Q6GNV7											
	Q503Y7					P14646		Q96PV7											
	P49660					Q99LI5		Q6DC75											
	Q6AZB8					Q9UJF2		Q9Y5B0											
	Q5XIT9					P51688		Q9WUN2											
	O00534					Q6UX15		Q99LL3											
	Q9D9I4					P15941		Q9DGQ7											
	Q9CQ36					Q1XHU0		Q60529											
	Q9HCM9					Q149N8		P09479											
	Q1XHU0					O75747		P46735											
	Q26422					P24587		Q5SVZ6											
	P28663					E2RYF7		Q69ZR2											
	Q90YT0					O09112		O14512											
	Q6P360					P30044		A2ASS6											
	Q92982					P61294		Q9HBH9											
	A5X5Y0					Q96L73		Q9TSV7											
	Q07203					Q9UPR0		Q63416											
	Q8R0W6					Q28EW0		Q60397											
	Q8R124					Q8WXW3		P41212											
	Q3T0B7					Q9UBS9		Q8WUJ0											
	Q864Z2					Q9CSB4		Q63406											
	A4IFW2					O13168		P55777											
	O42123					Q9UKN5		Q90669											
	Q9DBA6					Q13242		Q5HYK7											
	Q90511					Q6R2W3		P41233											
	Q6INN8					Q8R050		B5X3W7											
	Q90YT2					O43426		Q80ZW0											
	Q0P3X8					Q24UI6		Q99959											
	P04323					Q50L44		Q3U3Q1											
	Q9R0S2					P0C2H4		Q7RTR2											
	Q7TQP0					Q8IWX8		Q8BFR6											
	P42685					Q5U2Z2		P57094											
	Q1L8H0							A1A5P0											
	O60669							P35072											
	Q8TCT9							Q8IYR6											
	Q5ZIB8							A3KMX0											
	Q0VF94							Q95L14											
	Q9UKG4							P30555											
	P11369							Q5E9X5											
	D2CLZ9							Q01634											
	G3XA57							Q3U487											
	Q503V3							Q91XL2											
	P11708							A0FI79											
	A3KPA3							O00499											
	P01837							Q60943											
	Q1JQE0							Q7LBC6											
	Q90WI4							Q6DHU4											
	Q28DR7							Q9P215											
	Q8BJ37							C0HAC0											
	Q8NHY0							Q6NV83											
	Q8BGD8							P52435											
	Q9GLZ5							Q56V19											
	Q641K5							Q4G0N4											
	O02751							Q5BL29											
	A9JTG5							Q96TA1											
	Q8TAC1							Q1L8G6											
	Q460N5							A0A2R8QPS5											
	P41440							B0V207											
	O55125							D3YZP9											
	P08548							Q9TUZ1											
	Q1XHU0							Q12968											
	P63324							P20825											
	F1QZ15							Q9WVR8											
	P0CB74							Q6PFW1											
	Q5ZLK4							P21328											
	Q9QYI4							Q588U8											
	P07858							Q9DC53											
	Q1XHU0							P08548											
	Q1JQD2							Q91VN1											
	Q9DBQ7							Q6NYL3											
	Q08CB3							Q91VD9											
	O88819							Q04637											
	Q9CXL1							P50995											
	O70552							Q9UH90											
	Q03400							Q5R886											
	Q7Z442							Q9W6I0											
	P34275							C9JLR9											
	Q98993							Q5M7Q1											
	Q6IQA2							Q9IA95											
	Q4QR71							Q8BG87											
	Q9UBP4							Q5XIQ4											
	Q6MFZ5							Q66I08											
	Q9H6Q3							F1QUP1											
	A1L2F6							Q9PTJ6											
	P0C8Y1							Q6P1G2											
	Q7ZVC9							Q9UHP3											
	P10394							P21329											
	P51159							Q96PY6											
	Q4KLM6							Q6EIG3											
	Q91766							Q920I9											
	Q7ZTZ2							Q6DDU9											
	P52181							Q9UKZ9											
	Q6GM78							Q6PQD5											
	Q553S2							Q8IYT8											
	E9Q9W4							Q9DFS4											
	Q7SZC5							Q7RTR2											
	Q6TEQ0							Q6R5N8											
	Q499R0							Q9NWF9											
	Q99315							Q96T51											
	Q6NY89							A1A5H6											
	Q9BYL1							Q6PEH5											
	Q63538							P14381											
	Q5M7R3							P50747											
	Q803C9							P39098											
	Q4R4Q6							Q12829											
	P62832							Q8C398											
	O42148							Q6DDG2											
	Q66KG0							Q6P4R8											
	P78382							Q2TA14											
	Q5R9C7							P00367											
	P49842							Q5R899											
	Q90YR6							Q66J36											
	P79134							Q6ING9											
	P0CF74							Q14008											
	Q92154							Q05481											
	Q6GLD9							Q9ULJ7											
	Q8BMC0							B8JKD7											
	Q8BHA0							Q9UQC2											
	Q6PH57							X1WGV5											
	P00914							Q7TSQ1											
	A3KP85							Q5ZJ40											
	Q64375							P22439											
	Q9UBS3							Q02248											
	Q5M8F7							Q8NBN3											
	F1QMV3							Q5BJT2											
	Q9QXY4							Q1LZA0											
	Q2TBR6							Q6DIK0											
	Q91453							Q63488											
	Q6TLH3							O35607											
	Q24117							P83110											
	Q8BIA4							Q9NZJ4											
	Q8UUG8							P16546											
	Q9Y2P4							Q9NYU2											
	B2GUY0							Q96L42											
	P01837							P20059											
	Q96EQ9							O73682											
	Q8BUH1							A3KPR5											
	Q7T3A4							Q08877											
	Q5R4C9							P08548											
	P18163							B0UXS1											
	Q1JQ73							P28190											
	P35072							Q7L9B9											
	P84610							P33215											
	Q62158							Q9QXG2											
	Q58DR5							Q6NW58											
	Q568K2							Q8CCP0											
	P77832							B0R1D5											
	Q5RC71							Q6DIN3											
	Q1JQ92							Q9ES00											
	P55918							P26323											
	Q5RFB6							Q7TS68											
	Q96H55							A4IG32											
	P48637							Q810T5											
	P50151							Q95K79											
	Q86UP8							P0CAT2											
	Q6DCP1							Q9UHA4											
	Q5RC70							Q9I8D1											
	Q9D8T0							Q9JLN9											
	Q6DHQ1							Q5T011											
	Q567Z6							Q5RD64											
	A9C3R8							Q5RFV4											
	P21328							Q3SYV7											
	B1H1Z8							Q66IH2											
	P82251							Q80TE4											
	Q5PR66							P43403											
	Q1XHU0							Q497V6											
	B5XDD3							Q99N80											
	Q0MQJ3							Q53RE8											
	P10394							Q6DRJ9											
	Q9JL62							Q5QT17											
	P49441							Q8NF99											
	P52948							Q6PGS5											
	Q0VCN0							A0ZSK4											
	Q90YP2							P22680											
	Q6PBQ2							A1Z9L3											
	Q8N567							Q4R4R6											
	Q1L8G7							Q3U0S6											
	P11183							O70481											
	Q62158							Q91XS8											
	Q7ZV79							Q8CD54											
	Q9WTM2							Q6UXZ4											
	P59889							Q9Z1P2											
	Q5NVA2							Q8IYB5											
	Q7ZWC3							Q8TEU7											
	Q02964							Q800Q5											
	P79733							Q95SX7											
	Q58D85							O00257											
	O57589							Q5R686											
	Q6DFR5							Q5R9Y4											
	Q921C5							E9QAG8											
	P14373							Q6PHZ5											
	Q8K1L0							Q9NS56											
	Q02084							Q7RTR2											
	Q8WV92							Q1LW01											
	Q8JFV8							Q15326											
	Q17QJ3							O55047											
	B2RY83							Q6AYJ5											
	Q15011							Q5U385											
	P58374							Q6NUW9											
	Q8BFU7							Q5EA75											
	Q8BVI5							Q8BH44											
	P20611							Q5HYK7											
	P61799							Q7RTR2											
	Q1XHU0							Q4R4D7											
	P48509							Q8C8M1											
	A3KGZ2							Q14141											
	Q12981							Q6PFS5											
	O88413							Q9CY58											
	Q6UWW8							P23292											
	Q7T2V2							P20825											
	Q99L27							O43295											
	Q803G5							P18910											
	Q63416							A9ULZ2											
	Q4R531							Q8C2K1											
	Q7ZW25							A0JMA6											
	Q62158							Q924I2											
	Q1XHU0							Q9PWD2											
	Q96ND8							Q5PPY6											
	Q6PBX5							P79098											
	Q5QJU3							Q6DFF5											
	Q7SYU0							Q8CFF0											
	A0A0A0MT36							Q5DRB8											
	Q568A0							Q0MQG2											
	Q9ESF4							Q5DRB8											
	B1AZ99							Q8IXK0											
	Q862Z4							P79755											
	Q9NQG5							P24505											
	P49652							Q96P11											
	Q5F3A2							Q91X20											
	P09523							P37173											
	Q62687							O77737											
	P23356							Q6P135											
	P40123							Q8BHJ5											
	Q8NFQ8							P49756											
	P0CF74							Q8MIR0											
	Q66JZ4							Q155U0											
	Q767L6							Q6NT16											
	P10394							Q7TN05											
	Q98TZ8							Q8HYN7											
	Q9BY78							O95405											
								Q5SXA9											
								Q687X5											
								Q0P5K4											
								Q9EPQ8											
								P83436											
								P17081											
								Q9CXP4											
								Q92523											
								Q1LVN1											
								Q5DRB8											
								P11602											
								Q5RJA1											
								Q9ULJ3											
								Q568R1											
								Q02084											
								Q5F3X0											
								Q5XIK8											
								Q9BVS4											
								Q13823											
								O75925											
								Q2HJA5											
								O15209											
								Q4KKX4											
								Q7RTR2											
								Q7Z7A4											
								Q8BZX4											
								P15513											
								A0JMQ7											
								Q969T9											
								Q6GR30											
								E9Q2M9											
								Q13049											
								O94901											
								Q28DA8											
								Q15102											
								Q6DFJ9											
								P04323											
								P00717											
								Q9Y2X0											
								O42097											
								Q96JI7											
								Q6DKP5											
								Q4R6P7											
								Q99NI3											
								P43119											
								Q3UDE2											
								Q62077											
								Q61116											
								Q06481											
								Q76LX8											
								Q90X38											
								Q8BU31											
								Q9Y6I3											
								Q8CH77											
								G5E872											
								Q86X95											
								O46419											
								O00370											
								Q8NCG7											
								Q5ZKV8											
								Q6DH87											
								Q5TBA9											
								Q9UKM7											
								P61963											
								Q5U458											
								P49804											
								Q568D5											
								P0CF74											
								P04323											
								Q7T0B1											
								Q5FWF5											
								A1X158											
								Q7T0T9											
								Q13535											
								Q9BXQ6											
								O35980											
								Q9H2C2											
								A0ZSK4											
								Q96KR6											
								Q9UPQ4											
								Q01887											
								Q3SWX2											
								Q91WG5											
								Q71B07											
								O95049											
								O35904											
								O15528											
								F1QUP1											
								Q9ERE6											
								Q9JJK2											
								Q05193											
								Q6INN8											
								Q6JWV8											
								L7YAI7											
								Q96PX9											
								O88466											
								Q9H422											
								P40142											
								Q86TI0											
								Q98TX3											
								Q8BLX4											
								Q5E9J9											
								Q1XHU0											
								Q2IBC0											
								Q9UPT8											
								Q9HAU5											
								Q8N3P4											
								Q91453											
								P86810											
								Q9Z1E9											
								Q6ZNL6											
								Q8NF91											
								Q9Y2L5											
								B2GUZ1											
								P36406											
								Q5I598											
								P97447											
								Q6INU7											
								Q6NYW6											
								Q8VDD9											
								O13089											
								Q5REB9											
								Q7ZVL2											
								Q8BWA8											
								P05132											
								Q8R3B7											
								Q6DG32											
								Q8R2K4											
								Q8BJA3											
								P25102											
								Q5F339											
								O75478											
								Q5U2P1											
								Q9ULH7											
								Q03637											
								D3YXK1											
								Q9NZR1											
								Q14140											
								P11274											
								Q07646											
								P56748											
								Q7LHG5											
								O92815											
								P59999											
								Q9BZR9											
								O73875											
								Q91W92											
								Q61097											
								Q9I8V2											
								Q1LWL8											
								Q6P7Y3											
								Q62901											
								Q6ZQX7											
								Q08DR0											
								Q7RTR2											
								Q5M865											
								Q6ZSG2											
								Q4R3I5											
								Q9WTP7											
								A4FV45											
								A2ALU4											
								P08548											
								Q9VW26											
								Q6IVV8											
								Q6NX31											
								P10394											
								Q6EKJ0											
								P14543											
								O35787											
								Q7ZWL6											
								Q8N0Z6											
								Q02084											
								Q9BZC7											
								Q1LUV9											
								A7MB89											
								Q9JK84											
								Q8JHF2											
								Q7T3D0											
								O97859											
								Q2PG08											
								Q68CZ2											
								P15620											
								Q8K2C7											
								Q7SZF1											
								Q60397											
								Q5R8Z8											
								Q7RTR2											
								Q9D7J6											
								P18720											
								P47749											
								Q6A070											
								Q8C9B9											
								Q8K1S5											
								Q5EA28											
								Q8CI95											
								Q99315											
								P01895											
								P25054											
								Q9ERS4											
								A0A0H3HIJ5											
								Q9JHU0											
								Q01082											
								Q0MQH4											
								O15014											
								A1L1M4											
								A0ZSK4											
								Q91WG5											
								Q4KLU2											
								O42115											
								Q02084											
								Q5ZLD3											
								Q6INN8											
								Q9TT35											
								P52655											
								P06646											
								Q86SR1											
								P49754											
								P23633											
								Q8K593											
								O75140											
								Q6P1D7											
								Q14781											
								Q8K4G5											
								Q32Q06											
								Q8VIJ6											
								Q8JFW1											
								Q7ZVX6											
								Q61371											
								Q3TCH7											
								Q80TF4											
								P40426											
								Q8R507											
								Q14258											
								Q69D48											
								Q6GYQ0											
								Q9BXI3											
								Q6PBM8											
								Q8IYB1											
								Q96EP0											
								O70279											
								P37285											
								Q52LD8											
								Q6GPJ4											
								Q7SXG4											
								Q32PL1											
								Q16594											
								Q9NXR1											
								Q8C006											
								Q9NXT0											
								Q3U5C7											
								Q08BB1											
								Q9D9I4											
								Q6T264											
								F1MN90											
								Q5R5Z5											
								P20825											
								Q4R4D7											
								P32598											
								Q32PR0											
								P97769											
								Q16822											
								Q811L6											
								Q8N4Q0											
								Q9PTE6											
								Q7TSJ6											
								O95835											
								Q9UKX2											
								Q7RTR2											
								Q9P2F8											
								Q5RES4											
								Q96IR2											
								Q8QGQ8											
								Q6T938											
								Q15063											
								Q8WWM7											
								Q7RTR2											
								Q91738											
								A2T7G9											
								Q9Z103											
								Q6ZQF7											
								Q1KYK5											
								Q7RTR2											
								Q61029											
								Q9NRF2											
								P14380											
								A3KNA5											
								Q76B58											
								O75132											
								Q1KL86											
								Q36775											
								P30872											
								A1Z3X3											
								H2QII6											
								Q5MCW4											
								O35710											
								Q66IM5											
								Q9Z250											
								Q7YS91											
								Q9BE74											
								Q86WK7											
								Q93050											
								P21328											
								Q6PGZ3											
								Q99NG0											
								Q6IQ97											
								Q8HZM5											
								O57379											
								Q28013											
								Q99102											
								Q4R8C8											
								Q96DZ1											
								Q5PQN5											
								Q6NUW5											
								Q6KFX9											
								Q7RTR2											
								Q9HAS0											
								Q99J45											
								Q6AZB8											
								A4Z943											
								Q1LUD1											
								Q5U3U7											
								Q99MA2											
								E9QCD3											
								O96006											
								Q96LD4											
								A0ZSK4											
								P15941											
								Q8AYC1											
								Q96PX9											
								O94913											
								Q9H7Z6											
								B1AVY7											
								Q9DGM7											
								P15146											
								Q96KP1											
								Q6IQX0											
								Q92581											
								Q63540											
								Q9NR61											
								P80747											
								Q28623											
								Q7RTR2											
								Q9Z2C9											
								Q9P2Y5											
								Q9Z111											
								Q6PE54											
								Q6PA72											
								Q7RTR2											
								O88809											
								P61087											
								Q7LHG5											
								O94762											
								Q60943											
								Q92519											
								Q5R4N8											
								Q3U7R1											
								Q9H3Q3											
								P97434											
