Cold (0degC)	Cool (5degC)	Warm (16degC)	Cold_Downregulated	Cold_Upregulated	Cool_Upregulated	Cool_Downregulated	Warm_Upregulated	Warm_Downregulated
Q61510	Q7ZUG0	P30883	Q8BMD6	Q5R4J1			Q0P4F7	P55809
O76095	P07222	Q9QZD8	Q9HAT8	A4QNX2			Q8IUZ0	A3KNM5
B3EX61	Q7ZVE0	Q9NQ79	P86411	Q8BHG1			Q8WYP5	Q2M385
P79955	P26038	Q07009	Q86U10	Q6DDT1			Q0VF96	Q6DDV8
Q6PCJ9	Q9Z0Z6	P00821	Q8R121	Q58DL1			O43315	D3ZTX0
A2A870	F1R0H0	P98160	Q8BGH4	P59837			B1H3E1	Q96BS2
Q8N1P7	Q5BLG4	Q9H1D9	Q9PTG8	Q5R806			P26801	O55125
Q5XLR4	Q5I0K7	P42695	Q28019	Q96M32			P50233	Q9D0F6
Q8BN82	Q06AA1	Q8R2E9	F8W2M8	Q5F477			Q5ZLK4	P29274
Q8NE71	Q17QK6	A3KP37	Q4V8C3	P28570			A4FUD4	P53814
Q6GLQ4	Q8TAB3	Q8CAT8	Q6QHC5	Q15125			Q7TSQ1	Q3T1J9
Q767K8	Q9Y2T4	Q0II70	O00423	Q7TT28			Q8CGC7	Q802G7
P05413	Q6IR74	Q9YHB5	P22061	A2V9Y8			Q6AY40	Q2YDJ8
Q8VDW0	O95487	Q9BZE0	P23677	Q8BP86			Q9Y4D2	Q5ZKA5
Q8N987	P25114	Q2KIK3	B6F1W5	Q9H8H2			A8DZE7	Q502P0
Q9H3M7	P28345	Q9NR45	Q96L50	Q8K2F0			P07224	P18163
Q64028	E9QI36	P27088	Q9DBW0	A7MBB8			Q3B8Q1	P82808
Q8BXL9	Q9BQI4	A2RRV3	Q8K1S5	P30122			Q6NWE1	Q9NZ63
Q6DEJ6	Q68EZ2	Q8AW35	Q7T163	Q9Z265			Q13136	O57595
Q61003	Q9WU79	A0JMQ7	Q9P2D8	Q9ULV3			Q9H7B4	E7FBY6
O75496	Q0V9V9	Q0VC81	Q96LL9	Q2NL00			Q02084	Q5E9Z7
Q96JG6	P09244	Q14258	Q5U3G1	A0A1B0GUI7			Q66PG1	Q0VD34
P34275	P49696	P47971	P49263	A2AJI0			Q6DN12	Q7ZT48
Q7YRQ8	Q5MD61	P24854	Q9Y5W7	E7FH11			Q7ZVV1	Q9R045
Q9QYL8	Q13884	O73817	P49263	Q9CWH5			O75096	Q96RW7
Q90YV7	Q6RI88	P55198	Q1LYB6	Q5PQ50			Q7Z2Z2	Q8QFX1
Q8K3I9	Q61510	Q9Y334	Q53EP0	Q96IP4			D2D3B6	Q9WU42
Q9CQ71	Q66I84	Q6P2T7	Q5RCS0	Q90977			P37967	Q8AW93
Q6PFD5	Q9D8N6	Q8QGP3	Q5NVI6	Q61824			Q1L990	Q8BLQ7
P04066	P61214	P04183	J3S6Y1	Q1LYL8			P69999	Q6TLE6
Q96KP4	Q9YHV4	Q9ESN5	Q6EWH2	O02773			Q8AXU9	Q9NQG7
Q96KP4	Q9H553	P30998	Q03692	Q2TBP7			Q3U3Q1	Q5U316
O93484	Q5RCA3	Q9JM59	Q06HQ7	Q13322			Q8IXL6	Q6DEJ6
A3KP77	Q9UHC9	P98175	Q5RDU7	Q96CW9			Q6PJI9	O75037
Q9CZ91	Q96MH7	Q86WA9	Q5RD13	P31937			Q9EPL8	P00636
P01130	Q5R536	O00482	O14770	Q5TGZ0			Q9DBT3	Q99490
P62315	P33703	P98063	A0A075B6H7	Q03637			A6BM72	A1L244
Q9Y4A8	B5DGI7	P16157	Q8TDY4	Q1KKZ1			P62494	Q9Y239
Q5R6X7	Q6IP18	P28648	Q80YA9	Q5ZJ85			O88338	Q08CN9
Q503N2	O60239	Q8K4B2	Q8R1E7	P55265			Q28C74	Q5RC10
P48303	P80202	Q1RMA6	Q9WU60	A5PKA5			Q9H222	Q7TNV0
P55204	P97812	Q16827	Q1ECZ2	Q5EB14			O94925	P08649
A8Y5H7	Q8WMV3	Q8NFH4	P0DOX7	Q3T0B7			Q6DH88	P55008
Q8K1N2	A8S6B6	P62321	Q9NYT0	P98198			Q96LT4	Q8WVF1
Q9R1Q8	Q8TE73	O60486	Q00IB7	F1QLY4			Q9H9V4	Q8IX30
Q91W90	Q5R4I4	Q924C9	O14782	Q9Y236			Q561Y0	O15079
Q5E9G3	Q96IP4	O42376	O46640	Q6DHF7			Q6VBQ6	P21333
Q5R628	Q9D9N8	P84083	P41971	Q6ZQY3			Q803J8	Q00780
Q2KIA9	Q9D0V7	Q0P3X8	Q08BW0	O00300			Q91ZJ5	Q8N0W4
Q9WTU3	Q6DEY8	P41221	Q501X2	Q96MF7			Q6GQV7	Q9GKY7
Q5U2V4	Q6PDQ2	Q3UN70	Q3T004	Q8C5Q4			F1QN48	Q7SYE0
Q28056	Q92122	Q9UJW8	Q3T004	P46196			A8CVX7	P41161
Q9EP80	P79832	O42224	Q969G6	Q99J08			Q5D013	Q9XT26
Q6PBK1	Q8N3R3	Q08BH7	A0JPF5	Q9UGT4			Q6PCR7	P51817
Q62867	Q561R8	Q99N42	A2AJ77	A0A0G2KQY6			Q14746	Q7ZUH1
Q9BWT7	Q4RSM6	Q8VEK6	O77737	Q9CYU6			P59723	P12025
Q58NQ5	Q6DGL7	P20373	O43347	Q6NWC9			Q7T2D0	Q8N3D4
Q6P4M5	Q5NDE4	P23935	P80971	Q5ZIQ3			Q9UEY8	O55096
P12965	Q4R7L3	P43304	Q4QRD7	Q1JP73			Q61824	Q17RY0
Q8SPI2	P18756	Q8CIW6	D3YZF7	Q91XA2			O60260	O89103
Q5I0R6	Q0VCH8	Q6P9V9	Q8BIY1	Q8BXV2			Q91ZA3	Q7M6Y3
Q00342	Q2LE37	P28570	Q9Y5K6	Q9HBY8			Q03001	Q8C7K6
P0C862	Q64591	Q9CWP6	Q6PHD9	Q5REG1			Q8C0P7	Q5U3T0
A1L259	A2BGR3	O88322	Q86SQ9	Q6ZM51			Q9ULC3	Q91766
Q9CW07	Q07864	Q5R5U3	Q15853	Q9CR50			Q91YN9	Q9ERW3
Q7T339	Q1XHU0	Q9UJW8	Q96J02	P41035			B8A4F0	A0JN61
Q9JHW6	B1Q006	Q7RTR2	Q1LWC2	E1C2V1			Q8C547	P82916
Q6DGM3	O75943	O42266	Q2KIS7	Q8WYQ5			P19525	Q9DG45
P10688	P51639	Q05481	O70437	Q8IZ69			Q63184	Q86SQ0
Q4KML2	Q9Z1N9	Q641K5	G5E5X0	Q502L2			Q5U2V5	O35054
Q9PTJ6	Q78T81	Q08477	Q8K2Y3	P34022			Q13237	P68373
P27216	Q8N8Z6	Q1JPY8	Q99K70	Q9JLT4			Q6NY64	Q80TQ5
Q6PFT9	Q2PZI1	Q9P2P5	Q4R3K5	Q9EQ15			Q03468	O75900
Q5XK92	Q16600	Q5RH01	Q4V8V2	P53677			Q6P950	Q4VCS5
O14796	P35033	Q9WUQ1	Q6PCT3	Q4VBW0			Q803Z2	A4II20
Q1LZA7	P00375	Q3MHU5	Q16643	P51953			Q9WV06	Q6IQE1
Q3SZV5	Q99575	E9QAG8	Q8WUF8	Q24UI6			O14548	P70302
P04920	F1QB54	Q5ZJH7	Q9R095	P10915			O95359	Q91ZW2
Q6P9Z1	Q91WC7	Q5R5U3	O75534	Q6NRY2			Q5T3F8	Q6PAQ9
Q9I8U0	Q5R651	Q6PHG2	Q8IZV2	Q64674			Q28IT1	Q7Z417
Q9D0D3	F1SSF9	Q9JHH6	O15084	Q6DFB8			Q99P27	P26038
Q9R0B9	Q5RFP3	Q9JL19	Q9H3G5	Q6NXY9			Q9D8U8	Q14119
Q96NR8	Q08E11	Q5R8R1	Q6PFP3	Q9W6S8			Q3ZBY7	A0JNA2
Q8TE73	Q8BLV3	B5XDD3	Q9H4G4	O54786			Q5VUA4	Q6DG22
P70284	B9ENE7	Q80Z96	Q80WM9	Q32L50			Q502B3	D4A055
Q501J6	Q07598	O54852	Q9D0C1	F1R4U0			Q1LYG0	Q4V8Y7
Q922H2	Q9R182	Q9TU17	P86229	Q24117			Q9WUH7	O57474
Q9QZC4	Q8K3X2	O70589	P52794	P83565			Q6P0D1	Q9PUK8
D4A6L0	Q8TCB0	O15550	Q8BSD5	Q9YHZ6			Q8TDS4	Q90X49
O35254	Q6DCC6	Q08BZ4	P27628	P20585			Q5BKW9	P51400
Q0P6D2	Q9NUJ7	Q62158	P22273	P47173			Q8NDI1	Q01196
Q6DEL7	P36968	Q7Z7G0	Q8K561	Q32LQ4			Q9Y608	Q27I66
Q6DBX4	P36551	Q7RTR2	Q9UKG9	Q32LQ4			Q7T2A5	Q8IUF8
Q3SZQ2	P54864	B4DU55	Q8CF98	Q6IRU7			B8JKD7	Q99712
Q8AV61	Q5GIT4	A0ZSK4	Q1A730	Q6NWZ9			Q5REY3	Q7SY29
Q9I993	P97872	Q9D2R8	Q4R3X1	Q4V909			Q8IWT3	Q6DG91
Q8TEX9	O94826	Q15399	O60688	Q32PI8			Q5PQN1	Q80Z30
P13388	Q923G2	P10620	Q6TH47	Q3T0J1			Q96IZ2	Q9ESC8
P61220	Q9YI98	Q8IV48	A5PK21	Q9UI26			Q6DG32	P62309
Q800K6	F1QMY1	Q1L8F9	Q9ESG5	P55809			O15297	Q8BLS7
F1QGW6	Q5T0D9	Q6PC60	Q80WM9	Q5T890			Q6AXJ3	Q8IZU9
O14841	Q9H8V3	Q5RGE5	Q9BZC7	Q8IUF1			P57678	Q96KN3
Q14781	O75052	Q6DG03	B4F7E8	Q59J78			Q9NZJ4	O62806
A6QLA0	P15253	Q5RGJ5	Q9YHC3	E7F1C4			Q96BT7	F1NY98
Q9QWY8	Q568L5	Q9BU79	B0BNL6	Q5R5S1			Q8IVU3	Q8BNA6
Q7ZUK7	Q9UJX5	D4ABL6	Q63HQ2	Q9D0F6			Q8BH73	P79732
Q5F3I6	Q9Y5W3	Q5R444	Q96RL7	Q9I9E0			Q6DII2	Q91XF4
P47897	Q99928	Q6TXF1	B1PHQ8	Q03669			Q5R9G3	Q5RE43
Q5RA42	Q7T3S5	Q28EB4	A5WW08	O35594			P13731	P59384
Q0P436	Q924S5	Q7ZUX3	Q29RZ5	Q6UWL2			Q3SZI7	Q5RFH0
B1H2T2	F1Q8K0	Q90339	Q7ZVC4	A8C754			P31646	O35569
Q5SUC9	P97318	Q7L273	Q9QUG2	P15920			Q6DH46	Q9DED4
O93274	Q5NVK5	Q6GM14	Q6DFB7	Q9XSC9			Q9HC36	Q6GM86
Q4V7Q8	Q8TBF5	Q9BVG4	Q32LQ4	Q62622			O95931	O08688
Q9BH05	Q7T320	Q8TDG4	P51650	Q5R5H1			Q9UGR2	Q8AXB4
Q9D1M4	Q9UGK3	Q9Y251	Q7TPQ9	Q58D05			Q9GZP0	A3KQ55
Q8N0X2	Q9D5R4	A4IIK1	Q91V93	O75146			Q13315	O93512
Q5ZK77	Q5VXD3	Q803M0	P98064	Q502P0			Q9JIQ3	O95235
Q6NWG4	P51589	Q06441	Q9Y547	Q9BYZ6			Q8K4C8	Q2M1Z3
Q91ZX1	P13234	Q2PKF4	O00451	F1MH24			Q05B79	O08807
Q15382	Q9ESG4	Q5ZIQ3	P08217	Q9NZ63			Q08BB1	Q8AXL1
F1R983	P23919	Q7T321	Q9Y2T3	O57595			Q8R1X6	Q96HQ2
Q60780	Q5ZKM1	P56199	Q5REL2	Q5E9Z7			P56819	Q8TF40
Q5XKA2	Q8IZK6	P50151	Q90W33	P62168			Q68EV6	Q5ZLK5
P0CI65	Q62158	P27615	P47776	Q8QFX1			Q6ZN11	A1L1P9
G3X987	Q9BT25	Q9UHK6	O95721	Q8AW93			Q5BLF0	Q6PGY3
Q3UA37	P35249	Q9WU56	Q69ZQ1	A2VDN6			Q8BHN0	Q8BLQ9
Q64181	Q6P3H4	B6ZLK2	Q05922	Q6TLE6			Q96N67	Q6XPS3
P24392	Q13325	Q5XHF8	Q27245	Q5RE52			Q9H840	Q9UJW8
Q2KMM4	Q28691	E7FGY2	P50749	A9C3P0			Q17QU7	Q9DF58
Q86U42	Q1RLQ5	P43405	Q9Y485	Q9NQG7			Q9N0F3	Q86XS5
Q9DBW3	P35610	Q9JHW0	Q5XNR9	Q5R801			Q14667	Q9UJW8
Q9BU02	Q6NZ07	B0UXH6	P97852	Q6NVU2			Q90935	Q8AYC9
Q6PFJ1	Q71N41	Q8C8N2	Q63ZR6	E9PVA8			A1L1P9	P04186
B0V1P1	Q5RF83	Q7ZWD4	Q92820	Q3ZBV8			Q6PDH0	Q86XT2
Q502L1	O42449	Q64620	Q98SV1	Q5NCE8			Q80U35	Q8BGZ2
Q5T2R2	P15103	Q5ZJ81	A8Y5U1	Q99JH1			Q8BK35	Q5RF01
Q6P0D5	Q9XTA3	Q6PFP6	Q9TUQ3	Q6DGL8			P25325	Q80TI0
P41588	Q8IVU3	A6H751	P0DTE5	O15079			Q91YM2	Q7ZUV7
Q29S22	Q5RG82	Q08CZ6	Q9Z2K0	Q4QRD7			P79880	A2VE52
Q68DL7	Q4PLW0	Q9Z0Z3	Q2M385	O15060			Q9JL56	Q5PYH7
Q9HAQ2	Q92611	Q6NWX7	Q3UF64	Q9YH26			Q9NZM4	Q7ZUW2
Q4H4B6	Q9DCQ3	Q99999	Q0V8A3	Q9P2B2			E9PUQ8	C0H9B6
Q9NUL3	Q9UNS1	O00238	O55125	Q2KIF8			Q9GKM4	Q6UPE0
Q2HJG2	Q99490	A8E0R9	P13696	O75570			Q6NWK2	Q7SZ56
Q9Y3B6	Q8TAQ2	Q9H799	Q3B7D3	Q3T022			P39023	P97577
Q9NTI2	Q9ERE6	Q6KCD5	Q7SXB3	Q6P0E5			Q9DBG7	A3KPA0
Q9UPY6	Q6DV79	Q4KLI9	Q802G7	Q8CJ12			Q9BPY3	Q2PFW9
Q8JH47	O70157	P39429	Q5EBL4	Q76I76			P23711	Q8CIP4
Q9H5I5	Q60674	Q6P1G2	Q2YDJ8	Q6DRP2			Q96DR7	Q568V3
Q4G0Z9	Q07116	Q5M870	A5WUX7	O55096			O00291	Q05513
Q9UM44	Q9CQN1	G3XA57	Q4R4H3	Q7ZWF4			Q802Y8	O43826
Q96JM7	P36896	Q02084	Q9JI08	Q4TVV3			O43451	Q9ULJ3
Q6AZ51	Q8AY32	P11678	P13497	Q8WY07			P53634	P67999
O54941	Q91727	B0FPE9	P43141	P28661			B1AQJ2	A8KB34
Q7RTR2	P18520	D3ZKX9	Q5R6J7	Q8C2Q3			Q8R508	O13076
Q6AXL3	P56616	Q3THS6	Q96RW7	O43719			A7Z061	Q9NYP9
Q13946	P45433	Q811M5	Q76LX8	Q6DI37			Q80WQ4	Q8BHX1
P30414	Q28626	Q9TUQ3	P52826	Q6DRD9			P28606	Q5F4B8
Q6PCS4	P19879	P18749	Q6NYT3	Q58CP2			Q5ZKI0	P20262
P09653	P70232	Q92162	Q5RAF1	Q9ERW3			Q13496	P70404
O60921	E7FDW2	Q8N5B7	Q9WU42	Q0II29			Q80TV8	Q5QNS5
Q562C6	O88737	Q9DBX3	O54697	P68373			Q503N9	Q4R698
P13667	Q08DA4	B0R0D7	Q14678	Q5ZIJ9			O75817	Q98TZ8
Q923M0	Q95N27	Q3SWX7	Q9GL24	Q9QXG4			Q8N0Z6	O97524
O15213	Q9UKG1	C3KJF2	Q9Z1N1	Q66I14			Q5VW36	Q6R5N8
Q61768	Q6GMH3	Q6NVG7	Q90478	Q68DV7			A0A0R4IBK5	P07746
O95427	P51644	O09114	P07228	Q9BVK2			Q92143	Q8R1C9
Q9NRH1	Q99JZ7	Q9QZS8	O93343	P09411			Q9UTT1	Q90691
Q49LS6	P31641	Q5T6C5	Q5RC10	Q6TGZ5			P58158	P79331
Q6P5D8	Q9Y535	P19086	Q3SYU3	A2RV29			A2AKM2	Q5D016
Q15417	P11966	Q9CUS9	P08649	Q6DGQ0			Q4KLT3	P97281
Q5W041	P86397	P43690	Q90952	Q803E1			Q9JHU5	Q07984
Q17R13	Q96NX5	P16636	P11171	O15297			Q6IQ97	G1TGF1
Q5RDH6	Q4VYR7	Q01433	P98095	Q5SWU9			A3KNS2	Q15113
Q9UGJ0	Q6PF21	Q96EQ0	Q7ZUS4	D4A055			Q6ZNB6	Q08C84
Q90670	Q803I2	Q1XHU0	Q9Y2G8	Q92834			Q86UD5	Q6PIF6
O70302	Q9WV85	A6H8Y1	Q99594	Q6PCX9			Q32LH4	Q2T9P4
Q5C9Z4	Q60612	P00636	Q5R8X1	O02691			A0JMF1	Q2KIY6
Q8IZP0	O54790	P43346	F1MAB7	Q90X49			P32871	P51683
Q7ZVU1	Q8R151	Q64152	O00410	Q9I9C3			Q5U367	P51680
A8KBF6	Q8R151	A0JMI9	O96006	Q9D1J3			Q08CK1	Q4ZHA6
Q8IYA7	Q8R151	Q9UHF1	Q9GKY7	Q27I66			B5DGQ7	Q9GZY4
D4A631	P42892	O88207	O00499	Q6IRA8			P49300	Q6PBV4
O35206	Q5ZM33	Q9Y6N6	Q7SYE0	O88196			Q9UIR0	H9D1R1
Q5T5P2	P02264	Q9EQX4	Q5HZF2	Q9CQ40			Q6TAW2	Q6PC91
Q6PKX4	Q7ZW63	Q13131	Q9H3L0	O43264			O75121	Q5R6L8
Q8BZZ3	Q9GZN2	Q6DI40	Q1L864	Q6DRL5			A1DZY4	Q9H7H0
Q5R454	Q5RBA4	P23228	Q6ZMW2	Q9R099			Q9P2M4	Q9NRG7
O75131	Q99PG2	Q90ZE2	Q8IUR6	Q6NWJ0			P55781	Q8UVJ6
O75131	Q9JL58	B0S5Y3	P25155	Q6NZI6			P55782	Q63ZU3
P05619	Q9PV94	Q9Z2I6	P04004	B0R160			Q08462	P55859
Q96DB5	Q6NRV0	Q29512	P51464	A3KNK1				B0S728
Q64GA5	Q5R9X6	Q96I24	Q9QZC4	Q3T134				Q28278
Q7T370	P41134	Q2KID0	Q9GKT2	P34932				A4IFD0
O35586	Q9Y6I8	Q5R8Z8	Q91766	Q9D8F1				Q7ZXP1
Q64GA5	Q5R7L8	Q5SVZ6	P15428	P62309				P30664
Q8BGQ2	P43450	P50757	P15428	Q5EB97				O46385
P85835	Q9GKN8	Q6SA80	Q8N6F8	A3KGB4				Q7Z3C6
Q568G4	Q9Z2U1	P51151	Q12981	Q9P2J5				Q9CQ52
Q8C4B4	Q80UJ9	P05787	Q86SQ0	Q5SFM8				Q80W68
Q5MNZ9	Q96KR7	Q696W0	Q5R5U3	Q0IID7				Q8WY91
Q93009	Q9UBG7	P39060	O75900	P70388				Q9JJ66
Q6P1R4	Q4VSN2	P41440	Q5XG04	Q8C4V1				Q7T381
Q9Z2D7	Q99PW8	Q92052	O75897	A4QNZ7				Q642B6
Q8BKX6	Q6IND6	Q6UXG2	Q6PBI2	A9JRI0				Q06AV4
Q6DC04	Q5ZIN2	O60315	Q8NCJ5	Q99020				Q62280
O88696	A3KMV5	Q7T019	Q5R7K4	Q96PD7				Q9PTW9
Q99LP8	Q6PHS9	O95342	A4II20	Q9Y619				Q90275
Q9BSF4	Q96PX9	Q9BZ29	Q5RED0	P82925				P55292
Q8K4T1	A5D6R3	Q9Y2X3	Q2WG80	P83571				P85108
P42125	Q9UIW2	Q9H5Y7	Q8IVT5	Q91WA9				A1A5H8
B2RS91	P27093	O15344	P26038	Q9BQA5				Q95KN1
Q09003	Q91820	Q7SYB5	Q5U3H3	Q9DED4				Q99933
Q9HB40	A0A0G2K0D3	Q7TN12	O14595	Q9UJX2				Q9R0A1
A8MXE2	Q9UJX0	O75629	P48437	P49069				Q66I08
Q4V9P9	Q5SZI1	Q764M5	Q52KL1	O43306				P70096
Q16851	A4QP72	Q5XNS0	Q69ZM6	Q8VEJ4				Q9I918
Q7Z698	Q15742	Q8BP00	Q9NS37	Q3ZBE6				Q801X6
Q14542	Q32PH1	O88685	Q9IA79	Q09143				P51910
Q7SXW6	Q13873	O60229	P08842	Q5BIR3				P35280
Q95LB0	Q5TZA2	Q5U3P0	Q08623	Q9UJW8				Q96Q77
Q8K4M5	P55002	O95810	Q7SY29	Q568N4				B0BMY1
Q63633	P30280	Q9H4A3	Q92090	Q3KTM2				P12107
P14105	Q66JN8	Q5R5U3	Q92090	Q8IXU6				Q7SZC5
Q6ZU65	Q9PTU3	P17085	Q80Z30	P97479				Q6PCS4
Q91WL0	Q5RBZ2	A0A024RBG1	Q9JM13	Q8NBQ7				Q9NR19
P50533	Q7T2D1	O75581	Q5RDN9	Q9NZN5				Q9DGH0
Q8QGQ6	Q91YE6	B5X2S3	O14874	P24802				Q6PF54
Q27960	P41252	Q14315	Q6PBT8	Q8C7U7				A0ZSK3
Q5XJD3	Q6ZM19	Q4VBT5	P49843	Q8WY36				Q01813
Q866Y3	A5D8S8	P07942	Q01613	P08108				Q8IYK8
Q9Y383	P49946	P56273	F1NY98	Q98892				A8DZH4
Q99KW3	Q8NEM2	Q91987	Q4KKX4	Q6GPD0				Q5R4S7
Q4QY71	Q9JIS8	Q9NS98	Q13094	Q8VCX6				Q91736
Q6DEY7	Q5M872	Q80WM9	Q9EPN1	O43422				Q5XGI1
Q6NYD7	O75339	A2AN08	P22518	Q9Y426				P17404
Q9CQA1	O13085	P81601	P79732	Q5ZKU4				P15988
Q7ZZC6	P50462	A5D7K7	Q91XF4	Q3ZBL5				Q2KIZ8
Q28ED6	O13085	Q6DHB1	Q9JM52	Q12979				Q63886
Q5XIB5	Q8NBX0	Q9CZG3	Q66JG2	Q9JKW1				O89110
Q96QV1	Q9CQ86	P26325	A3RK75	Q810B6				B2DFG5
Q8C0G2	F7BWT7	Q9JIL5	Q8TF42	O35796				Q969X1
P70699	Q3ULF4	Q149N8	O88792	O95258				Q99MZ7
A4FUW8	P33146	Q8BJL1	O57379	Q6P848				Q0MQD0
Q69D48	P07897	Q3U5C8	O35569	P0C928				Q04857
Q01063	Q9UKX5	B5DE31	O43602	A8MRX0				Q8C1B1
Q8TF20	A3KQQ9	Q9I8X3	Q7SYJ9	Q95121				P40821
Q9UJY4	Q7ZYX1	Q8IWY9	O95235	Q8R0F5				Q5JVG2
Q5SWY8	Q8JFQ2	Q8N4C6	Q2M1Z3	Q6DH26				P50281
Q5ZJ66	Q5RE54	Q9EPX2	O08807	Q86YT5				Q99L04
Q99LL3	Q498L2	Q9Z1Z1	P67777	Q6PBV6				P97927
P98160	O43747	Q8R5L3	Q8NC54	Q6P0F0				Q5VU43
Q7SXX7	O75541	Q5MIB5	Q9Z0E8	Q6TEK3				Q6DRD4
O35716	Q6PBA8	B8A4W9	Q96LW2	Q5ZM71				Q13332
Q1RLU1	Q9QZU7	Q96SM3	Q9D7L8	Q96B26				Q07014
Q9UMD9	Q6QA33	Q803A0	Q1L8J7	Q6DRC5				P70206
Q9UPU3	O43315	P27448	P27105	P07746				Q96T66
Q6ZPJ0	Q3L8U1	Q96NE9	Q6ZM89	Q8BT51				Q58D34
Q9UEY8	O08755	Q8CFK2	P04186	Q6AY09				B5X5U9
Q9NQW7	Q60FX9	Q86VP3	P51797	Q5D016				Q8TCT9
Q9BXL6	Q6PBY0	P30305	O57429	Q8BX17				Q921M7
Q9QXV1	Q9P1Y6	A1L2F3	Q86XT2	Q0VFH6				Q05B83
Q01703	Q1LWL2	Q7M753	Q2TA49	O55096				Q08B39
Q99L20	Q9Y248	Q9D0R9	Q90304	Q8HZ58				Q0VC00
Q8WYQ3	O42430	P24722	Q99N50	Q61687				O77819
P0CD95	Q5U4T8	Q28HU3	Q6P823	Q08CF3				Q01279
A7MB10	A8DZE7	P0C870	Q2PFW9	G1TGF1				Q28084
Q15155	O97758	Q7SY31	Q2M3D2	Q91ZE0				P50593
Q6UXY8	Q96RK4	Q7M3E1	Q8CIP4	Q5RAS7				P61227
Q5ZK03	Q6AY25	Q08C93	O15393	Q155U0				Q96RG2
Q15542	Q6NWE1	Q8TB37	P49339	O76062				O73737
Q8R0H9	Q6AY09	P08217	Q2KHS5	P30044				Q5T8I3
Q90XE6	Q9DCG6	P00746	Q9ERK0	Q6P026				Q90WG2
P97478	Q9IB83	A2TLM1	O13076	Q08C84				Q29503
Q6ZN57	P11183	Q674X7	Q5SSH7	Q8IXJ9				Q08094
Q5E9X6	A2AUY4	Q6DC39	O35790	Q99JX3				Q5XJN2
D4A6L0	Q63HK5	Q16667	Q9CXS4	Q0V9R3				Q90YP3
Q9Y2H9	Q61329	A4IGP0	Q9NP71	Q2T9P4				Q0VCN0
P23280	Q924W6	Q3T0C9	O14867	Q2KIY6				O00506
Q5PQN1	Q566Y1	Q5RCY6	O13224	Q9GZY4				Q91Y81
Q8WMN1	Q28I39	P84089	Q27955	Q7SZU9				Q3SZE3
P52293	D2D3B6	Q5R7U4	Q9NYP9	Q96AE4				P07357
Q96S53	Q99K41	Q5PPS5	Q5F4B8	Q5XJS0				Q1RMR1
Q8BSM7	Q96C10	Q6AZB8	O88509	Q6PC91				Q80WE4
Q52KK4	P35505	P54852	Q8IW93	P53611				Q9NS28
P49767	Q9D110	Q17QL1	Q61247	P19600				Q9EPC6
A2RVA7	Q3T042	Q9UPQ4	Q5R8M1	Q9H7H0				Q8WP32
P26584	O88338	P0DOX8	Q2PWT8	Q8UVJ6				Q7T3S5
P48167	Q08DW2	P0DOX8	Q9D5J6	Q63ZU3				P0CK98
Q7SXS8	O43663	P97303	Q4R698	Q4G0W2				Q01713
Q68CP4	Q0KL00	Q9WUS4	Q98TZ8	Q9WTK3				Q61768
Q5VYK3	O94925	Q0II76	Q9CQK1	Q05519				Q86TX2
Q5F201	P11833	Q640R7	B9ENM6	Q7ZXP1				Q9YGM8
Q7ZXV8	Q921W4	Q7ZUS1	Q64638	P30664				Q90YH9
Q9HCJ0	Q7ZT47	Q0P485	Q64638	Q62735				Q867B7
Q64487	Q9GKT6	Q8BR63	O15198	Q5ZI74				Q3UZV7
Q96QE3	B5DG51	Q9CQF4	Q2PG08	Q56A55				B5X4E0
Q9UHD8	Q96LT4	Q8N3C7	Q9HD15	Q96S55				B0S5N4
Q8VCY6	Q5XI70	Q9NBX4	P62264	P49615				O60883
P60003	P00516	P27117	P98074	Q04637				B5XG43
Q9NUV9	O97507	P18625	P79749	Q4KME6				I6M4H4
O73688	Q8WYR1	Q4RGM4	Q69Z61	Q9PTW9				Q9M2U3
Q9Y3C5	P48506	Q9NZB8	Q5BJJ6	Q16787				P79762
Q08C57	A8CVX7	Q9UL68	Q5REG4	Q9JJJ7				P35790
Q6P0T2	Q78EA7	Q5F362	Q80Y75	P10417				Q7ZW38
Q9C0C9	Q60HF3	Q99715	P70406	P85108				Q7YQK4
Q00004	Q32N48	Q2KN97	Q8QGQ6	B3EWZ6				Q9Y2D0
F1QGZ6	Q07837	Q8BNW9	Q07984	Q99933				Q9P2F9
O75417	B0K012	A1L2U9	Q63486	Q9R0A1				Q8NCC3
Q8C7R4	O57656	Q13310	P49697	Q9QZG1				Q6DEF6
Q7TQG0	Q641F3	O42227	E7F221	Q5SGD2				P23467
E7F9T0	Q91YN9	Q9UNP9	Q503Y4	Q16820				Q8IYJ1
Q8IWE2	P25445	A7MB43	P61406	P51910				Q9Z0W3
P57682	Q8TBM7	Q0V7M8	Q6P026	Q924H5				Q61292
Q11011	P41984	Q9CXL1	P70047	Q13459				A0A2R9YJI3
P59480	P19525	Q9CPU4	Q6AXS5	Q8BHE3				Q6ZV73
Q5ZLK8	Q63184	O42131	Q62904	P35280				Q5CZR5
Q09666	Q63184	Q566V0	Q7ZV79	Q96Q77				Q90459
Q503X2	Q8R0V5	Q9Z1S0	Q4ZHA6	Q4R4T9				P51511
Q8R4P9	P21145	Q498L0	Q9R2C1	Q0V9A9				Q8WV41
Q52KG4	Q5U2V5	B5DGM4	Q8N3Y7	Q9WV92				Q642A6
