Warm-ALL	Cool-ALL	Cold-ALL	Warm-LFC0.5	Cool-LFC0.5	Cold-LFC0.5	Warm-NoDEGs	Cool-NoDEGs	Cold-NoDEGs
		Q8BHG1			Q91XA2			
		Q5PYH3			Q6PCR7			
		P61515			Q6TH01			
		Q9GM70			Q9Y4D1			
		Q9UKG1			Q15386			
		P25207			Q9Y6X9			
		O93484			P49754			
		Q5HZA4			O94826			
		Q28FH2			O42430			
		Q6IQ63			Q61510			
		O88904			Q9UGM3			
		P84096			Q5RBL9			
		Q68FL4			Q149L6			
		Q07175			B5X3X5			
		Q9NV58			Q8VHQ9			
		Q802W2			Q8C854			
		P60034			D3ZUQ0			
		Q02084			P50336			
		Q6NZT6			Q66I85			
		Q4V9P6			Q96GC5			
		Q9DCM0			O42467			
		Q6DKP5			Q7YRK6			
		Q2HJC9			Q9WVR8			
		Q3ZBB6			Q92089			
		Q9GZU8			P19367			
		Q6DRI7			Q3SWX7			
		Q9GZY8			B4DU55			
		Q9UPQ4			O60784			
		P29144			A2BGT0			
		P02454			O94760			
		Q70Z53			Q9JHU4			
		Q6NRT5			Q6DG03			
		Q8K2L8			Q92010			
		P43346			Q7SY29			
		A3KP59			Q96KP4			
		Q8JZU6			P51589			
		P49253			P79888			
		O43172			Q9D937			
		Q921J2			P27448			
		P41777			Q8NEG4			
		Q9BSU1			P15989			
		Q16595			P58501			
		Q98925			P05619			
		Q7RTR2			Q80YG3			
		O75764			Q1LYG4			
		Q9YGN1			P18265			
		Q9W725			Q9EQ20			
		Q02318			O88797			
		Q4RSW7			P13506			
		P11181			Q5BJJ5			
		O35491			C0H906			
		Q1LVZ2			Q7SXX7			
		Q8BG15			Q13443			
		Q9UJA5			Q5BKE0			
		Q9UFF9			P60027			
		Q5VTL7			Q4VBS4			
		Q8N357			Q8WY07			
		Q9JKB1			Q08C69			
		F1NPQ2			Q6DEY7			
		A1A4N1			Q8BMF3			
		Q9EQ15			P08047			
		Q6DBT3			Q6PHD9			
		Q8CGC7			Q61768			
		Q61029			Q9NUQ7			
		P36968			Q9CQA1			
		O14682			P48739			
		Q6NVU2			Q99PV0			
		Q6PBY7			Q9HCN4			
		Q9PTU6			Q9PTY0			
		O94826			Q99K85			
		P0C548			Q5RBX7			
		P11966			Q9Y519			
		Q8AWW7			O43295			
		Q0IHQ3			Q5E9Z7			
		Q9UNP9			Q8CHT3			
		Q6AZD3			B1H1P9			
		P52655			Q63150			
		Q7ZVC4			Q9Z0Z6			
		P62321			Q5R4S7			
		Q14938			Q80WV3			
		Q6NYX8			P81601			
		Q28E01			Q4PLW0			
		Q80UV9			Q9UKM7			
		Q6DJI9			Q5R4M8			
		Q64727			F1QCN0			
		Q5SPB1			A5WUN7			
		O95460			Q96IK5			
		O35130			Q5T5P2			
		Q1L8F9			Q92621			
		Q7SYN5			Q9BZR9			
		Q5E9T8			Q9NRJ4			
		A0JN61			Q67FQ3			
		P58372			Q15035			
		Q9DDT5			Q66II5			
		Q9BSE4			A3KPW9			
		Q9H000			Q10713			
		F1QQI2			Q3SZA5			
		P51398			Q7ZUS1			
		Q9ULV0			Q9UHH9			
		Q9WV80			P31647			
		O57590			Q1L8G7			
		P30883			P83299			
		Q6P0D5			Q9NQ29			
		C1BGZ8			Q8TDP1			
		Q3T0P5			Q5RAJ6			
		Q7T339			Q0KL00			
		Q7ZVX6			Q9ULX6			
		Q68CP4			P68106			
		Q9QYC0			Q3V6R6			
		Q62733			Q8N806			
		Q9NRH2			Q60HF3			
		O08739			Q5ZLX4			
		Q66PG1			Q68EI0			
		Q15269			Q7ZWE3			
		O95620			Q7TQH0			
		Q5NVC3			P10160			
		Q9BTT6			Q5RDU7			
		P36404			F1QC45			
		Q3ZBV1			Q6PE54			
		Q5U3W0			Q5E9V4			
		A4UGR9			Q5R585			
		Q1LYL8			Q99814			
		P26697			Q32L00			
		Q64287			P48454			
		Q6DH69			P16924			
		Q1L8G6			Q5RB23			
		A0JMF1			Q6PFM1			
		Q9Y5R4			A0JND4			
		P42232			Q9DC63			
		Q28056			Q6SPE9			
		Q3MI00			Q7ZVL2			
		Q91V92			Q6NVL6			
		P58875			Q6DG32			
		Q802U2			Q9Z1Z0			
		Q2KJ44			Q7ZZ00			
		A0A0R4IF99			A2VDL4			
		Q9BWD1			Q6DHS9			
		P53611			Q8VCQ6			
		Q66I24			Q9UM44			
		Q9Y487			Q3B7N2			
		O02776			Q02084			
		P09207			P08253			
		P41212			Q5R7Z5			
		Q7Z6Z7			A2A8Z1			
		Q9IA79			Q5F425			
		Q503I8			Q9BD50			
		Q8R5C5			Q5XI32			
		Q00839			Q9I9L7			
		Q96KP4			Q8N448			
		Q7TMK9			P51958			
		Q8CIZ7			Q5ZJI9			
		A3KQS4			Q9EPQ7			
		Q9W6R1			Q7RTR2			
		Q1L908			A3KQV2			
		P20933			Q503V0			
		Q7T2F6			Q91987			
		P54613			E1C3P4			
		Q9BXW6			Q4V909			
		Q9H5V8			P56545			
		Q08BB5			Q4V9P9			
		Q8N2F6			H2LRU7			
		P31646			Q2F637			
		Q3UH66			Q7ZV26			
		P49666			Q13442			
		Q9DGQ7			P38621			
		O70405			Q9H3F6			
		P07737			P80931			
		Q9DFQ7			Q6P5I8			
		Q66HV4			A2AJ77			
		Q8AWD1			Q6PCF9			
		Q10471			Q8CIN9			
		Q5M868			Q6NV26			
		Q13613			Q7ZUB3			
		Q02083			Q5PQZ3			
		Q3SZP8			Q7SYB5			
		P41252			O94988			
		Q568N4			Q96GE4			
		Q5R9G3			Q68CP9			
		Q6PBH5			Q5E9S2			
		Q96MF7			Q91VN6			
		Q6AYS4			Q6UXZ4			
		P26323			Q4V8W7			
		Q7ZWJ7			A8WFS8			
		P82450			P35280			
		P29374			O75534			
		Q920A7			Q6NRY2			
		Q9UKV5			P51116			
		Q7LL04			Q8K4G1			
		B5X3B2			Q7SXG4			
		Q99JH7			Q9QZB7			
		P46087			Q9Y343			
		Q78P75			Q52KK4			
		Q5U374			P19600			
		Q5R589			Q9Y257			
		Q01844			Q61103			
		A4QN56			Q5R7Q3			
		Q5R4S7			P35475			
		Q61142			Q9BD50			
		Q6GNW0			Q9CQT9			
		P35033			Q5XNR9			
		Q9EQX4			P30349			
		Q8BIQ5			Q90WI4			
		Q08EJ0			P15651			
		X1WGX5			Q4V893			
		Q8N448			P43091			
		Q6PH52			B1H283			
		Q9BRS2			Q08174			
		Q5RAJ6			O60573			
		P31404			P80971			
		Q91012			Q9ERK0			
		Q12982			Q5F408			
		Q568V3			O15014			
		Q9BX84			P79732			
		A8E4L3			B5X3C4			
		O95299			Q6P0D1			
		P07589			O88554			
		O75131			Q4U0S5			
		P26584			Q9ESJ4			
		O75600			Q9UQR0			
		Q6PCJ1			P15153			
		P22129			B5X3I6			
		Q91YT0			Q58DL7			
		Q7SXW6			Q8R323			
		Q9CQV4			Q0V9T8			
		O43451			Q68FF9			
		O43719			Q9W719			
		Q6GV12			Q8K2Y3			
		Q2PKF4			Q9HAU8			
		Q9WUK2			Q15025			
		P14018			Q9H6U6			
		A4IH88			Q61151			
		O60706			Q90X44			
		Q6IQ20			O14975			
		B0VYY2			A7MC22			
		Q9BQQ3			P20273			
		Q3ZC75			O60264			
		Q5REG4			Q91YN5			
		Q66I14			D4A9R4			
		Q9HD26			A6NNL5			
		Q09167			Q8C5Q4			
		Q0V898			O95625			
		Q8CFK2			Q8VHS5			
		Q9JLR9			Q7ZV22			
		Q08334			A0A2P1BRQ0			
		Q9H2Y7			Q03669			
		P97371			Q6TEN6			
		Q8CHT6			Q7ZWF0			
		Q5ZIJ9			Q7SY48			
		Q91280			P55036			
		Q767K6			Q9QY33			
		Q5ZL00			P61132			
		Q9D0V7			Q64620			
		Q7ZUB3			P09496			
		Q6DH65			Q1LZH9			
		Q0PV50			A1L1F4			
		P07686			Q8TF05			
		Q5R789			Q5SF07			
		Q764M6			Q8BWT1			
		P50516			B0S8I0			
		Q58DU5			Q7RTR2			
		Q80WV3			Q6PFM4			
		O60861			Q9QUN9			
		Q6PE25			Q9D1X9			
		Q9JHN8			Q08CY1			
		Q7ZW11			Q8C437			
		Q70I47			Q7ZV00			
		P80971			P18757			
		A4IG53			Q8JZM7			
		Q69BJ7			Q6TNS7			
		Q8R121			Q90YM8			
		Q9Z1J3			Q9ES00			
		Q9Y5Z4			Q66L44			
		Q8JFP1			D4A631			
		Q8TF01			Q6P7G9			
		Q0V8R6			Q6JHU9			
		A5D7E2			Q9R0B9			
		Q11200			P31579			
		Q7ZWS1			Q6PH57			
		Q9UNI6			Q4PLJ0			
		B2RS91			A7Z019			
		Q6XJU9			O94855			
		Q9BQ61			Q5ZKB9			
		Q8BSU7			Q6IR55			
		Q7SZU9			Q96PY6			
		Q6P3L0			O42227			
		Q8CHT3			Q49GP5			
		P48065			Q69ZP3			
		A4IG42			Q61703			
		Q62848			Q5ZM71			
		Q3SX46			Q0P4D6			
		Q5E985			Q9Y535			
		O75439			Q8BR63			
		P79749			Q6P3L0			
		O54862			P47173			
		Q3UHD6			P61972			
		Q15154			Q8IZ69			
		Q5RCA3			Q9Y5B0			
		Q9JHX4			Q8IVS2			
		Q8MJC3			O14964			
		Q04637			Q9ESD7			
		Q6P798			A2AKQ0			
		Q99M03			Q9BSD7			
		P15428			Q8WMS0			
		Q91398			Q5R5T1			
		Q65Z54			Q8K212			
		Q9H2G9			Q68ED3			
		Q2Z1W2			P62744			
		Q91YT2			Q9PTY0			
		Q8K070			P15144			
		Q52M93			P56677			
		A0JNG0			Q3ZC48			
		P07872			Q642H2			
		P60892			P19525			
		Q8N5B7			Q17QW3			
		Q9DGE2			O95198			
		P21279			Q9Y450			
		B3SRQ2			Q7Z4Q2			
		O35185			Q5F450			
		Q5RAL9			Q60855			
		Q9Z1M4			A6H7C2			
		Q8WXX0			Q01804			
		Q9CUS9			Q7TMK9			
		C0HK23			A3KPR5			
		B8XY56			O14981			
		P61255			Q3ULD5			
		Q5VW36			P18433			
		Q9Y2L1			Q99N37			
		Q80WE4			Q9JHC9			
		Q90ZY4			O43264			
		Q9BY10			Q95M18			
		Q6PCJ9			O95563			
		Q147X3			Q8K2X1			
		Q5RE33			B5DGB6			
		Q7SXE4			Q90243			
		P62997			Q6DRP2			
		Q5RIU9			Q9UPR0			
		Q68CZ6			Q6U841			
		Q12968			Q5EAC2			
		A4IGH2			O95394			
		Q9QXV1			Q6AXS4			
		Q2MJT0			Q8UVK2			
		Q92010			Q6P298			
		F6TQD1			Q1JQE0			
		P08836			Q3U3Q1			
		O60264			B5X392			
		Q6NVJ5			Q7M753			
		Q96LR5			Q3UBG2			
		Q90678			O57321			
		P98133			P30280			
		Q6PHG4			Q99615			
		Q8QGX4			Q641G7			
		O95405			Q9LY82			
		H9BW96			Q17QJ5			
		P49756			Q9Z2X5			
		Q9NS91			O60921			
		Q16696			P97300			
		Q6PBN2			P55809			
		P30998			Q90999			
		Q9DCP2			Q10741			
		F1QJX5			Q5E954			
		P52624			P53611			
		P22061			Q804T6			
		Q5FVB0			Q9UBS9			
		Q6B6N4			F1QQC3			
		P51648			Q6TH47			
		Q8IY37			Q8K2W6			
		Q7Z5K2			O42376			
		Q9D0C1			Q14677			
		Q5T9S5			Q15034			
		Q1LZ74			Q2TGK3			
		Q7T047			P54823			
		P52181			Q5RH51			
		Q7TQG0			Q6IQC7			
		Q9UNX4			Q5YCC5			
		A9JR86			Q8TEB9			
		P0C276			Q29RL9			
		Q5R8Z8			Q5RC74			
		Q58D31			Q6P4Y0			
		Q9CR70			Q92733			
		P20717			Q5R5U3			
		Q9CQA1			Q9P1Q0			
		Q6DG91			P42125			
		P0DTE5			Q6ZU80			
		Q5FWH2			Q7T047			
		Q5XKL5			Q1LXC9			
		Q7ZTI5			G3I6Z6			
		Q9DB77			Q12996			
		P08217			Q6NSM8			
		Q8CDJ3			Q2T9W2			
		Q14161			Q9CPW7			
		Q9NP92			P49915			
		Q3V6R6			P26697			
		Q90304			Q6P1U0			
		P04179			Q9Y672			
		D3Z7P3			Q28IU1			
		A0A2P1BRQ0			O08550			
		Q8NCA5			Q8IVD9			
		Q8CHJ2			Q5U3W0			
		P08217			Q7ZVE0			
		Q62158			A5PLL7			
		Q5QJE6			Q6P5P5			
		Q90459			Q5TYS5			
		Q13370			Q6P158			
		Q66I22			Q8NCJ5			
		A2VDN6			Q03669			
		Q14258			P0CL18			
		Q96AT9			P18331			
		Q29473			Q6NXR0			
		Q6PAF4			Q5E9N4			
		Q6P9V9			Q28F39			
		Q06HQ7			P30932			
		Q8R092			Q4QRH7			
		Q9Y5Z4			P46735			
		Q7SXZ1			Q2TA03			
		F8W4H9			P49843			
		O77737			Q5BIR3			
		P51953			F1QUP1			
		P27473			Q9CWB7			
		P70187			Q5ZK03			
		Q5R7Z5			Q0P570			
		Q76LX8			Q9R087			
		Q5U3P0			Q5M947			
		Q568D5			Q5R8Y6			
		Q9NSK0			Q498Z6			
		Q7SX99			P97576			
		Q5VT52			Q01063			
		A7KII6			Q5FWK3			
		Q0V9S9			Q7T3I0			
		Q91W34			O09173			
		Q9JL15			Q99816			
		Q91XA2			Q5REG4			
		Q6PCR7			A9UMS3			
		Q6TH01			Q5E951			
		Q9Y4D1			Q149N8			
		Q6P9H4			O75326			
		Q15386			Q99LG2			
		Q9JHW0			P70699			
		Q9Y6X9			Q9BU02			
		Q90YU1			Q08094			
		Q6EE23			Q58EN8			
		P49754			Q5XGW6			
		O42430			Q9Y2K7			
		Q61510			Q803X0			
		Q9UGM3			Q8VC88			
		Q5RBL9			A2V9Y8			
		Q149L6			Q6P825			
		B5X3X5			P58801			
		Q5R7Q3			Q99P27			
		Q8VHQ9			Q6P9H4			
		Q8C854			P29804			
		B5X4E0			O75688			
		F1PJP5			Q5U3N5			
		D3ZUQ0			Q5R839			
		Q642H2			Q2TBV5			
		P50336			Q8VEH3			
		Q66I85			Q5U3I2			
		P15311			P63149			
		Q96GC5			Q8WUJ3			
		P0CD95			Q9JMH7			
		O42467			Q9NQT8			
		Q7YRK6			Q8TEL6			
		P16157			Q9H0R1			
		Q90876			Q61704			
		Q9WVR8			Q3B7D2			
		Q92089						
		P19367						
		Q6PAY6						
		Q9Y343						
		Q3SWX7						
		Q7M6Y3						
		B4DU55						
		O60784						
		A2BGT0						
		O94760						
		Q9JHU4						
		Q6DG03						
		Q7SY29						
		Q9Y3B2						
		Q96KP4						
		P51589						
		A1L2F6						
		P27448						
		O13019						
		Q8NEG4						
		Q9D1C8						
		P15989						
		P58501						
		Q32PX2						
		P05619						
		Q80YG3						
		Q1LYG4						
		P18265						
		Q9EQ20						
		O88797						
		Q5BJJ5						
		Q32PL1						
		Q6DDB3						
		Q9DCL2						
		C0H906						
		Q9H7H0						
		G1TGF1						
		Q63415						
		Q7SXX7						
		P10160						
		P15144						
		Q5E9X1						
		Q13443						
		Q68FF9						
		Q5BKE0						
		Q58DQ5						
		Q9QY33						
		A4FUD4						
		P60027						
		Q4VBS4						
		Q8R0A0						
		Q8WY07						
		Q08C69						
		Q6DEY7						
		Q8BMF3						
		Q6PHD9						
		Q61768						
		Q9NUQ7						
		P48739						
		Q99PV0						
		A0A0R4IKU3						
		Q9HCN4						
		Q9PTY0						
		Q99K85						
		Q9Y519						
		O43295						
		Q5E9Z7						
		Q7ZVK3						
		O95563						
		Q63150						
		Q9Z0Z6						
		Q96S44						
		Q4PLW0						
		Q86U42						
		Q9UKM7						
		Q9Z1Z2						
		Q5R4M8						
		F1QCN0						
		Q96IK5						
		Q8K2F0						
		Q5T5P2						
		Q92621						
		Q9BZR9						
		Q9NRJ4						
		Q67FQ3						
		P13696						
		Q15035						
		Q6P7G9						
		Q10713						
		Q3SZA5						
		Q7ZUS1						
		Q3SZA1						
		F1QMV3						
		P31647						
		Q8WZ79						
		Q1L8G7						
		Q9NQ29						
		Q8TDP1						
		Q5E9K0						
		Q0KL00						
		P62744						
		Q8BGF9						
		Q9ULX6						
		A8WE67						
		P82669						
		Q8N806						
		Q2KIN1						
		Q60HF3						
		Q5ZLX4						
		P02696						
		Q7ZWE3						
		Q9W6S8						
		Q7TQH0						
		Q7ZVA0						
		Q5RDU7						
		F1RCP1						
		Q2LK95						
		Q2TBS2						
		F1QC45						
		Q9PVE8						
		B5X3C1						
		P62317						
		Q6PE54						
		Q5E9V4						
		Q5R585						
		Q99814						
		Q9D1M7						
		Q32L00						
		P48454						
		Q8BR63						
		P16924						
		Q5RB23						
		Q6PFM1						
		A0JND4						
		P13716						
		Q9DC63						
		Q6NZ03						
		Q6SPE9						
		Q7ZVL2						
		Q6NVL6						
		P49800						
		Q8NDV7						
		Q6DG32						
		Q9Z1Z0						
		Q2KIR1						
		Q7ZZ00						
		A2VDL4						
		Q6DHS9						
		Q9DCJ5						
		Q28IU1						
		Q7T3E4						
		Q8VCQ6						
		Q9UM44						
		Q3B7N2						
		Q02084						
		P08253						
		A2A8Z1						
		Q5F425						
		Q9BD50						
		Q9CZG3						
		P25980						
		Q9I9L7						
		P51958						
		Q5ZJI9						
		Q9EPQ7						
		A4L691						
		Q28C74						
		Q9H2P9						
		Q7RTR2						
		A3KQV2						
		Q503V0						
		Q71UE8						
		Q91987						
		E1C3P4						
		Q4V909						
		P56545						
		Q4V9P9						
		H2LRU7						
		H9D1R1						
		Q2F637						
		Q96PE7						
		Q7ZV26						
		Q6DHE8						
		P80931						
		A2AJ77						
		P07746						
		Q5XJQ5						
		Q6PCF9						
		Q96N96						
		Q8CIN9						
		Q6NV26						
		Q5PQZ3						
		Q7SYB5						
		O94988						
		Q96GE4						
		Q68CP9						
		Q5E9S2						
		Q91VN6						
		Q6UXZ4						
		Q4V8W7						
		A8WFS8						
		Q9UPR0						
		P35280						
		P24774						
		Q5XJ36						
		Q9D1X9						
		Q6NRY2						
		P51116						
		Q8K4G1						
		O15297						
		Q7SXG4						
		Q9QZB7						
		P60517						
		Q52KK4						
		P19600						
		A7Y2W8						
		Q9Y257						
		Q61103						
		Q17QW3						
		P35475						
		Q9BD50						
		Q9ET38						
		Q8HXB8						
		Q5XNR9						
		P30349						
		Q90WI4						
		P15651						
		Q4V893						
		P43091						
		Q08174						
		Q9LY82						
		O60573						
		Q5U4T8						
		Q5F408						
		O15014						
		P79732						
		B5X3C4						
		Q6P0D1						
		Q3UHX0						
		O88554						
		Q8JHE9						
		O42305						
		Q9NZM3						
		Q2KIY1						
		Q6NYB7						
		Q9ESJ4						
		Q9UQR0						
		O43181						
		B5X3I6						
		Q6XBT4						
		Q0V9T8						
		Q96DM3						
		Q640N1						
		Q99020						
		Q14344						
		Q9HAU8						
		Q15025						
		Q9H6U6						
		Q6UX15						
		Q61151						
		G3V8T1						
		Q29504						
		Q90X44						
		Q9UKB3						
		O14975						
		A7MC22						
		P20273						
		Q60649						
		Q98967						
		Q91YN5						
		D4A9R4						
		A6NNL5						
		Q9H2D1						
		Q8C5Q4						
		P25963						
		O95625						
		Q8VHS5						
		Q7ZV22						
		Q6TEN6						
		Q90YT6						
		Q7ZWF0						
		Q7SY48						
		P61132						
		A1XQU3						
		Q1LZH9						
		A1L1F4						
		Q8TF05						
		Q32KZ1						
		Q5SF07						
		Q9H7Z6						
		Q8BWT1						
		B0S8I0						
		P83941						
		Q7RTR2						
		O35400						
		Q1JPX3						
		A8E7G5						
		Q6PFM4						
		Q08CY1						
		Q8C437						
		Q7ZV00						
		Q6IQ86						
		Q9Y6I8						
		Q66IH9						
		Q4RY26						
		Q6TNS7						
		O73817						
		Q90YM8						
		P15396						
		Q9ES00						
		Q712U6						
		D4A631						
		Q3ZBF8						
		Q92615						
		Q32N48						
		Q6JHU9						
		P22748						
		Q08623						
		Q9R0B9						
		P31579						
		Q6PH57						
		Q4PLJ0						
		A7Z019						
		O94855						
		O02691						
		Q5ZKB9						
		Q6IR55						
		Q96PY6						
		Q9DCB8						
		O42227						
		Q49GP5						
		Q69ZP3						
		P84104						
		Q8NI08						
		Q61703						
		Q5ZM71						
		Q0P4D6						
		Q9Y535						
		P47173						
		Q90511						
		Q2KJ58						
		A7E2Z2						
		O93344						
		P61972						
		Q8IZ69						
		Q9Y5B0						
		Q6PCS6						
		Q9JMH7						
		Q8IVS2						
		Q5ZHY5						
		O14964						
		Q9D0W5						
		Q803I4						
		Q6P298						
		Q9ESD7						
		A2AKQ0						
		Q02816						
		Q9BSD7						
		Q8WMS0						
		Q5R5T1						
		Q15637						
		Q8K212						
		Q68ED3						
		Q9PTY0						
		P56677						
		Q3ZC48						
		P19525						
		Q6J4K2						
		Q96LR5						
		Q802F2						
		O95198						
		Q9Y450						
		Q7Z4Q2						
		P79739						
		Q8N3C7						
		Q5F450						
		Q60855						
		P42028						
		A6H7C2						
		Q9Z2K8						
		Q01804						
		A3KPR5						
		O14981						
		E7F1H9						
		Q3ULD5						
		Q3B7Q7						
		P18433						
		Q9WTQ7						
		Q99N37						
		Q9JHC9						
		O43264						
		Q03105						
		Q95M18						
		Q8K2X1						
		B5DGB6						
		Q1LYL8						
		Q90243						
		Q6DRP2						
		Q3T061						
		Q9H0Z9						
		Q7ZUZ0						
		O93449						
		Q6U841						
		Q5EAC2						
		O95394						
		Q6AXS4						
		Q4R761						
		Q8UVK2						
		Q1JQE0						
		Q3U3Q1						
		Q07837						
		B5X392						
		Q6PHE8						
		Q7M753						
		Q3UBG2						
		O57321						
		P30280						
		Q99615						
		Q17QJ5						
		A1IGX5						
		Q9Z2X5						
		O60921						
		P97300						
		P55809						
		Q90999						
		Q10741						
		Q5E954						
		Q6NZ22						
		Q804T6						
		Q8TEL6						
		Q9UBS9						
		F1QQC3						
		Q6TH47						
		A4IHD2						
		Q8K2W6						
		O42376						
		Q14677						
		Q15034						
		Q2TGK3						
		Q6PEC4						
		P54823						
		Q5RH51						
		P08294						
		Q5YCC5						
		Q60865						
		Q8TEB9						
		Q29RL9						
		Q5RC74						
		Q6P4Y0						
		Q8BTN6						
		Q8TBB1						
		Q92733						
		Q5R5U3						
		Q5XI33						
		Q9P1Q0						
		Q6ZU80						
		Q1LXC9						
		Q5PQL2						
		Q8WYQ5						
		G3I6Z6						
		Q9NQP4						
		Q8JFB7						
		Q5REL2						
		Q12996						
		Q5ZLV2						
		Q6NSM8						
		E7FB98						
		Q62625						
		Q64GA5						
		Q2T9W2						
		Q9CPW7						
		Q9UMY4						
		P49915						
		Q6P1U0						
		Q9Y672						
		Q66HY7						
		O08550						
		Q8IVD9						
		Q28678						
		Q08BB3						
		Q8TB45						
		Q7ZVE0						
		A5PLL7						
		Q5M9G0						
		Q9R182						
		Q6P5P5						
		Q5TYS5						
		Q6P158						
		Q8NCJ5						
		Q03669						
		P0CL18						
		Q9JJ74						
		P18331						
		Q6NXR0						
		Q5E9N4						
		Q28F39						
		Q07116						
		P30932						
		Q4QRH7						
		P18660						
		Q9CR62						
		Q9Y6W5						
		Q8VBX0						
		Q4AEH4						
		P46735						
		Q7T2D0						
		P49843						
		Q5BIR3						
		F1QUP1						
		Q8R0J4						
		Q9CWB7						
		Q17Q97						
		Q5ZK03						
		Q64638						
		Q0P570						
		Q9R087						
		Q5R8Y6						
		Q498Z6						
		P97576						
		Q5ZJF4						
		O13154						
		P15253						
		Q01063						
		Q5FWK3						
		Q7T3I0						
		Q1L8L9						
		A6QLK6						
		O09173						
		Q99816						
		Q6NW52						
		Q149N8						
		O75326						
		Q99LG2						
		Q32PZ3						
		Q06S87						
		Q9H9H4						
		P29804						
		P70699						
		Q9GZS1						
		Q9BU02						
		Q08094						
		P27449						
		Q58EN8						
		Q99685						
		Q9Y2K7						
		O55125						
		Q803X0						
		P05619						
		Q9NQT8						
		Q8VC88						
		A2V9Y8						
		Q6P825						
		P02457						
		Q3T1J8						
		P58801						
		Q99P27						
		O75688						
		Q5U3N5						
		Q5R839						
		Q08BG7						
		Q2TBV5						
		Q9CQR4						
		Q8VEH3						
		Q7T346						
		Q0VIA1						
		Q8WUJ3						
		Q6ZM19						
		Q9H0R1						
		Q91WM2						
		Q3B7D2						
		Q9H920						
